city,area,rooms,bathroom,parking spaces,floor,animal,furniture,hoa (R$),rent amount (R$),property tax (R$),fire insurance (R$),total (R$)
Sao Paulo,79.9,3,2,2,23,not acept,not furnished,169.33,1593.57,23.65,10.29,1796.84
Salvador,78.2,3,4,1,11,not acept,not furnished,282.17,2852.71,92.32,27.08,3254.28
Sao Paulo,53.9,3,4,2,15,acept,not furnished,252.9,2184.87,84.53,32.71,2555.01
Rio de Janeiro,86.4,3,4,0,20,not acept,not furnished,317.36,2756.5,111.62,38.84,3224.32
Belo Horizonte,66.0,5,5,0,15,acept,not furnished,396.34,3035.67,99.69,21.3,3553.0
Sao Paulo,172.9,2,2,0,22,acept,not furnished,931.28,5619.64,135.96,33.82,6720.7
Porto Alegre,23.1,2,3,2,23,acept,furnished,246.73,1650.64,25.85,9.95,1933.17
Sao Paulo,93.4,1,2,1,5,acept,furnished,664.85,42794.60142344749,156.05,36.46,5636.98
Sao Paulo,138.7,2,2,1,7,not acept,not furnished,1093.65,5642.63,131.55,56.27,6924.1
Belo Horizonte,72.5,3,2,0,0,acept,furnished,234.42,2795.03,118.38,37.89,3185.72
Curitiba,47.6,1,1,1,0,not acept,furnished,263.02,2047.18,62.01,10.87,2383.08
Fortaleza,43.5,4,4,0,25,not acept,not furnished,382.11,2355.99,44.71,23.4,2806.21
Curitiba,38.9,3,4,2,4,not acept,not furnished,223.62,1887.84,81.59,12.21,2205.26
Curitiba,50.9,2,2,1,25,not acept,not furnished,309.93,2261.38,105.29,25.89,2702.49
Rio de Janeiro,18.0,2,3,2,30,not acept,not furnished,45.81,547.88,9.5,6.72,609.91
Sao Paulo,197.7,1,1,1,5,not acept,furnished,831.08,7961.44,255.04,59.06,9106.62
Sao Paulo,113.8,4,4,1,13,acept,not furnished,375.52,4182.25,183.58,41.69,4783.04
Belo Horizonte,50.1,3,3,1,15,acept,not furnished,403.47,2053.54,91.64,20.41,2569.06
Curitiba,82.8,2,2,1,29,not acept,furnished,544.61,3216.33,107.14,19.64,3887.72
Rio de Janeiro,46.3,1,1,2,3,acept,not furnished,228.59,1443.1,45.14,17.26,1734.09
Porto Alegre,19.7,2,2,1,25,acept,furnished,38.58,480.78,5.71,5.47,530.54
Belo Horizonte,21.8,2,3,1,29,acept,furnished,140.36,1032.22,40.51,8.86,1221.95
Sao Paulo,47.2,3,4,1,16,not acept,not furnished,272.15,1649.67,28.57,9.53,1959.92
Sao Paulo,168.4,3,2,0,2,not acept,not furnished,740.63,4840.9,219.6,44.74,5845.87
Salvador,37.9,3,3,1,8,acept,furnished,107.36,757.52,31.47,6.94,903.29
Porto Alegre,51.3,4,3,1,29,acept,not furnished,379.06,2111.48,105.07,20.35,2615.96
Fortaleza,56.2,2,1,0,3,not acept,not furnished,256.31,2131.9,67.88,16.58,2472.67
Sao Paulo,125.6,3,3,1,13,acept,not furnished,919.88,5091.55,145.29,74.03,6230.75
Recife,54.4,3,3,2,3,acept,furnished,172.4,1361.83,30.21,6.94,1571.38
Sao Paulo,184.3,1,1,1,27,acept,not furnished,968.95,6473.72,74.94,87.4,7605.01
Sao Paulo,18.0,2,1,1,17,not acept,not furnished,56.95,400.0,14.16,4.27,475.38
Recife,44.6,3,3,1,28,not acept,not furnished,222.76,1723.35,82.53,17.59,2046.23
Sao Paulo,116.3,2,2,2,29,acept,not furnished,493.28,4405.41,127.42,60.88,5086.99
Curitiba,66.3,3,3,2,13,not acept,not furnished,419.97,3138.87,68.33,22.87,3650.04
Sao Paulo,203.2,3,4,0,28,acept,furnished,604.72,6395.23,237.6,42.45,7280.0
Belo Horizonte,18.2,2,1,3,0,not acept,not furnished,155.05,1278.25,49.31,6.84,1489.45
Fortaleza,30.2,1,1,2,4,acept,not furnished,282.31,1887.49,72.92,28.28,2271.0
Rio de Janeiro,92.4,1,1,1,22,not acept,not furnished,215.11,2461.1,118.92,18.42,2813.55
Curitiba,126.4,3,4,1,15,not acept,not furnished,514.05,3037.61,45.21,18.26,3615.13
Sao Paulo,105.1,2,1,2,30,not acept,furnished,658.16,4444.24,188.71,58.51,5349.62
Curitiba,64.2,4,4,1,23,acept,not furnished,460.38,2351.24,31.26,34.81,2877.69
Rio de Janeiro,85.1,4,5,1,19,not acept,not furnished,272.28,2995.16,114.08,43.8,3425.32
Sao Paulo,66.3,2,1,1,28,not acept,not furnished,227.58,2122.82,85.31,24.24,2459.95
Rio de Janeiro,18.0,4,5,0,8,acept,furnished,184.43,1275.65,33.39,7.33,1500.8
Sao Paulo,57.3,3,4,1,3,not acept,furnished,587.56,4251.48,164.73,49.12,5052.89
Fortaleza,20.0,2,2,1,15,not acept,furnished,336.5,2406.91,43.68,21.59,2808.68
Rio de Janeiro,94.3,3,4,0,5,not acept,not furnished,508.81,4204.38,47.52,48.78,4809.49
Sao Paulo,98.1,3,3,2,5,not acept,not furnished,564.88,3071.15,52.57,45.61,3734.21
Rio de Janeiro,188.0,1,1,1,7,acept,not furnished,559.79,6497.21,100.78,50.03,7207.81
Rio de Janeiro,30.5,2,1,1,20,not acept,furnished,78.68,426.04,18.57,4.4,527.69
Porto Alegre,52.9,1,1,1,0,not acept,not furnished,312.17,1802.87,37.61,17.39,2170.04
Recife,18.0,2,1,0,25,not acept,not furnished,366.99,2101.66,81.86,22.18,2572.69
Rio de Janeiro,83.5,2,1,1,18,not acept,furnished,698.69,3692.17,159.71,37.87,4588.44
Salvador,92.2,3,2,2,7,acept,not furnished,402.03,2716.38,130.93,29.13,3278.47
Belo Horizonte,43.4,2,2,2,1,acept,not furnished,116.91,635.7,27.34,6.65,786.6
Sao Paulo,100.7,1,1,2,24,not acept,not furnished,592.8,4609.15,201.65,29.46,5433.06
Curitiba,88.0,2,2,2,12,not acept,not furnished,381.9,2355.75,55.96,17.97,2811.58
Belo Horizonte,56.3,4,4,3,12,not acept,furnished,137.28,1177.57,25.43,7.77,1348.05
Curitiba,18.0,2,1,1,13,not acept,furnished,155.51,879.77,23.58,6.91,1065.77
Fortaleza,54.4,2,2,0,11,acept,furnished,95.78,1138.03,42.21,13.88,1289.9
Rio de Janeiro,47.1,3,2,2,14,not acept,not furnished,446.97,2463.48,55.13,35.87,3001.45
Fortaleza,67.8,3,2,3,18,not acept,not furnished,179.89,1911.65,21.37,13.76,2126.67
Porto Alegre,67.9,3,2,1,12,not acept,not furnished,253.43,2567.41,81.66,21.58,2924.08
Rio de Janeiro,89.3,1,2,0,30,not acept,not furnished,611.74,3581.8,40.6,38.7,4272.84
Belo Horizonte,126.0,2,2,0,10,not acept,not furnished,391.08,3607.32,148.84,35.73,4182.97
Rio de Janeiro,153.7,2,3,1,4,not acept,furnished,716.02,5152.75,76.56,58.63,6003.96
Recife,34.4,3,4,2,30,not acept,furnished,337.74,2415.32,112.49,20.5,2886.05
Curitiba,86.1,1,1,0,7,not acept,furnished,447.17,3576.49,113.67,19.79,4157.12
Sao Paulo,189.7,2,2,3,18,acept,furnished,1449.15,7551.42,268.77,68.13,9337.47
Rio de Janeiro,81.3,3,2,1,25,acept,furnished,662.09,4483.72,111.33,36.68,5293.82
Curitiba,52.0,2,3,1,0,not acept,not furnished,367.13,2211.0,79.65,21.34,2679.12
Sao Paulo,113.2,3,3,1,7,not acept,furnished,991.51,5306.88,106.93,49.24,6454.56
Sao Paulo,103.6,2,1,1,15,not acept,not furnished,507.94,44046.4210748887,140.42,41.77,3993.43
Rio de Janeiro,75.3,5,5,2,12,acept,not furnished,416.92,2551.79,58.3,27.29,3054.3
Rio de Janeiro,18.0,5,5,0,0,acept,furnished,151.35,1137.25,40.34,7.51,1336.45
Rio de Janeiro,94.9,3,2,2,12,acept,furnished,1032.51,5176.66,201.15,52.32,6462.64
Sao Paulo,192.1,5,5,1,1,not acept,furnished,1198.52,6923.51,156.93,98.45,8377.41
Sao Paulo,154.8,2,1,0,5,not acept,furnished,765.21,3907.85,138.99,28.27,4840.32
Curitiba,82.2,3,4,1,22,not acept,not furnished,337.55,3543.1,88.53,39.21,4008.39
Belo Horizonte,80.5,2,1,0,3,not acept,not furnished,229.34,2771.56,87.88,19.16,3107.94
Sao Paulo,47.2,3,3,2,19,not acept,not furnished,343.04,2401.92,99.5,22.48,2866.94
Rio de Janeiro,122.1,2,3,2,30,acept,not furnished,787.29,4692.34,183.87,70.21,5733.71
Belo Horizonte,39.0,2,3,2,5,acept,not furnished,361.41,2008.31,39.07,21.07,2429.86
Sao Paulo,67.6,5,4,2,6,acept,not furnished,446.16,2453.32,93.66,29.39,3022.53
Sao Paulo,76.8,2,1,2,29,not acept,not furnished,514.82,4498.73,190.89,42.05,5246.49
Sao Paulo,94.5,3,2,1,19,not acept,not furnished,655.38,3830.46,60.28,53.06,4599.18
Salvador,140.3,3,4,2,23,not acept,not furnished,281.99,2851.77,33.32,21.28,3188.36
Porto Alegre,18.0,2,1,0,24,not acept,not furnished,241.17,1694.61,47.21,14.35,1997.34
Porto Alegre,55.9,3,3,1,21,not acept,not furnished,227.25,2099.35,41.74,25.68,2394.02
Curitiba,155.4,1,2,1,30,acept,not furnished,460.46,4271.35,59.6,52.89,4844.3
Curitiba,78.7,4,3,0,6,acept,furnished,408.91,3526.17,159.8,45.36,4140.24
Rio de Janeiro,125.8,5,6,0,14,not acept,furnished,567.23,4852.75,55.1,67.59,5542.67
Curitiba,41.4,3,3,1,19,acept,furnished,375.71,3126.27,72.97,34.8,3609.75
Sao Paulo,165.3,4,4,2,21,acept,furnished,1221.07,6440.09,263.43,80.6,8005.19
Curitiba,50.8,1,1,1,4,not acept,not furnished,357.19,2199.16,25.53,17.04,2598.92
Porto Alegre,44.2,2,1,2,26,not acept,not furnished,106.73,1325.43,24.98,7.77,1464.91
Belo Horizonte,30.8,2,1,2,24,not acept,furnished,73.88,576.4,20.16,8.56,679.0
Rio de Janeiro,18.0,3,4,3,6,not acept,not furnished,161.57,1618.84,46.43,22.0,1848.84
Sao Paulo,185.1,2,1,2,15,not acept,not furnished,1179.04,7079.41,95.64,86.25,8440.34
Curitiba,67.8,3,4,0,7,not acept,not furnished,312.26,1577.84,41.12,9.32,1940.54
Curitiba,88.0,3,2,2,9,not acept,furnished,689.87,4932.74,109.74,40.07,5772.42
Fortaleza,18.0,1,1,1,15,acept,furnished,225.88,1142.43,43.37,10.75,1422.43
Rio de Janeiro,164.3,1,1,0,15,acept,not furnished,520.54,4602.2,148.89,29.67,5301.3
Porto Alegre,59.2,1,1,1,15,acept,not furnished,161.97,1081.79,33.68,9.35,1286.79
Belo Horizonte,48.5,3,2,1,15,not acept,not furnished,212.58,1461.87,59.07,7.43,1740.95
Fortaleza,18.0,2,2,2,18,acept,not furnished,124.61,709.98,13.1,4.54,852.23
Belo Horizonte,50.8,2,3,1,0,not acept,not furnished,222.74,2000.0,69.63,16.14,2308.51
Belo Horizonte,49.8,3,2,1,2,not acept,furnished,308.84,2779.82,48.87,31.52,3169.05
Belo Horizonte,46.0,1,1,2,13,acept,not furnished,159.92,1304.65,39.04,16.06,1519.67
Porto Alegre,89.3,2,1,3,21,not acept,not furnished,471.4,3140.73,121.4,26.08,3759.61
Recife,74.1,3,2,1,14,acept,not furnished,198.52,2062.64,78.48,25.75,2365.39
Sao Paulo,132.2,3,3,1,18,acept,not furnished,1030.34,5294.91,149.2,39.53,6513.98
Sao Paulo,54.8,3,2,0,30,acept,furnished,345.31,2552.67,52.17,33.1,2983.25
Fortaleza,94.5,2,1,1,22,acept,not furnished,414.19,2950.04,32.02,42.28,3438.53
Belo Horizonte,79.2,2,1,2,28,not acept,not furnished,325.42,2516.98,64.27,14.05,2920.72
Belo Horizonte,64.8,3,2,0,0,not acept,not furnished,115.25,911.29,30.83,11.0,1068.37
Rio de Janeiro,126.4,1,1,0,12,not acept,furnished,617.49,4582.04,99.36,27.35,5326.24
Sao Paulo,33.4,4,4,2,9,acept,not furnished,67.86,622.06,26.37,4.15,720.44
Porto Alegre,22.0,2,2,0,21,not acept,furnished,183.19,1874.12,81.98,23.28,2162.57
Porto Alegre,18.0,2,1,2,28,acept,not furnished,157.41,1189.3,31.88,7.53,1386.12
Rio de Janeiro,37.7,2,1,1,0,not acept,not furnished,205.87,1277.32,36.0,12.07,1531.26
Rio de Janeiro,81.5,4,5,1,0,not acept,not furnished,321.65,2619.86,44.95,19.39,3005.85
Salvador,84.8,3,3,1,20,not acept,furnished,321.68,3460.47,56.34,36.21,3874.7
Sao Paulo,18.0,2,1,0,9,acept,not furnished,57.15,400.0,7.7,5.47,470.32
Fortaleza,67.9,3,4,2,4,not acept,not furnished,347.99,2435.38,64.38,29.33,2877.08
Sao Paulo,196.3,2,2,1,29,not acept,not furnished,657.05,6552.8,320.19,55.51,7585.55
Belo Horizonte,18.0,3,4,3,0,acept,not furnished,53.99,445.56,15.59,2.7,517.84
Fortaleza,73.3,2,3,2,6,not acept,not furnished,315.87,20380.530435082983,48.66,25.57,2198.0
Curitiba,135.9,2,1,2,8,not acept,not furnished,345.47,4119.64,77.14,33.74,4575.99
Rio de Janeiro,123.8,2,1,0,23,not acept,not furnished,352.89,3860.72,158.9,57.29,4429.8
Curitiba,31.7,1,1,1,16,acept,not furnished,349.82,2131.99,75.96,18.4,2576.17
Rio de Janeiro,100.5,1,2,1,8,acept,not furnished,485.09,3262.24,85.69,28.34,3861.36
Sao Paulo,73.2,2,3,2,3,acept,furnished,263.43,1762.6,60.63,15.44,2102.1
Recife,41.8,2,1,1,4,acept,not furnished,327.04,2423.9,80.25,25.5,2856.69
Porto Alegre,84.1,4,4,0,0,not acept,not furnished,285.46,3160.96,105.01,31.35,3582.78
Curitiba,65.1,3,2,1,25,not acept,not furnished,131.38,1521.51,19.54,19.09,1691.52
Rio de Janeiro,127.2,5,5,3,1,not acept,not furnished,371.37,3123.42,143.84,37.46,3676.09
Sao Paulo,30.1,2,3,2,25,not acept,furnished,206.98,2384.63,105.15,24.79,2721.55
Sao Paulo,109.9,2,2,3,2,acept,not furnished,487.14,3295.21,43.81,17.79,3843.95
Belo Horizonte,18.0,3,4,2,27,not acept,furnished,232.57,1440.22,51.03,15.7,1739.52
Porto Alegre,33.4,3,3,2,20,not acept,furnished,369.42,2395.82,71.58,24.08,2860.9
Belo Horizonte,61.1,3,2,2,9,not acept,not furnished,398.03,2376.02,94.33,34.36,2902.74
Salvador,34.3,3,2,2,10,not acept,not furnished,421.69,2170.85,56.53,23.85,2672.92
Sao Paulo,171.7,3,2,1,7,not acept,not furnished,1203.37,36788.583513622616,301.36,86.76,7728.18
Rio de Janeiro,143.3,3,3,2,4,not acept,furnished,601.5,5264.4,253.08,29.32,6148.3
Sao Paulo,66.7,3,4,1,28,not acept,not furnished,197.4,1716.6,23.75,9.12,1946.87
Rio de Janeiro,18.0,5,4,1,3,acept,furnished,204.62,1209.3,26.88,12.57,1453.37
Sao Paulo,231.8,4,4,3,3,acept,not furnished,1458.25,7335.2,134.15,57.59,8985.19
Recife,83.8,2,2,2,9,acept,furnished,478.32,3692.34,83.93,46.59,4301.18
Sao Paulo,124.4,1,1,2,30,not acept,furnished,453.48,4435.65,129.06,64.22,5082.41
Fortaleza,30.5,1,1,3,13,acept,not furnished,266.5,1591.46,23.25,10.45,1891.66
Rio de Janeiro,57.3,1,1,1,9,not acept,not furnished,234.28,1855.87,71.34,26.39,2187.88
Recife,18.0,1,1,0,30,acept,not furnished,83.5,931.86,30.72,10.61,1056.69
Belo Horizonte,68.2,2,2,2,22,acept,furnished,484.56,2853.07,45.32,33.93,3416.88
Fortaleza,56.0,1,2,0,29,acept,not furnished,290.97,2256.04,83.7,17.96,2648.67
Sao Paulo,87.1,3,4,0,5,acept,not furnished,415.71,2753.74,98.48,27.37,3295.3
Porto Alegre,24.3,2,2,1,22,acept,not furnished,213.53,1309.78,59.36,16.94,1599.61
Fortaleza,29.2,3,4,0,27,not acept,furnished,248.24,1390.66,25.68,18.0,1682.58
Sao Paulo,172.2,1,1,2,15,not acept,not furnished,1080.52,6990.39,240.22,88.57,8399.7
Sao Paulo,190.0,4,4,2,11,acept,not furnished,1179.23,6131.91,276.18,71.75,7659.07
Rio de Janeiro,221.3,3,3,2,7,not acept,furnished,892.11,6456.35,132.52,59.01,7539.99
Fortaleza,92.9,2,3,0,16,acept,furnished,448.14,3120.0,60.13,26.83,3655.1
Belo Horizonte,18.0,4,4,2,4,not acept,not furnished,107.03,918.75,19.3,4.92,1050.0
Belo Horizonte,35.3,2,2,2,12,not acept,not furnished,232.3,2424.17,98.24,33.86,2788.57
Sao Paulo,97.5,4,3,0,20,not acept,furnished,876.3,5638.17,238.9,69.51,6822.88
Sao Paulo,161.4,3,2,1,19,acept,not furnished,676.16,5874.02,66.85,52.39,6669.42
Salvador,39.2,2,3,2,20,acept,not furnished,313.99,1894.95,42.77,10.47,2262.18
Sao Paulo,36.1,1,1,1,17,acept,furnished,71.01,459.65,6.93,3.42,541.01
Curitiba,96.8,2,1,2,0,acept,not furnished,413.59,3635.7,58.69,42.74,4150.72
Fortaleza,51.1,4,3,1,0,acept,not furnished,303.08,2063.35,87.98,26.04,2480.45
Sao Paulo,138.6,3,3,0,17,not acept,not furnished,857.82,4319.28,209.73,61.76,5448.59
Curitiba,108.4,2,1,1,29,not acept,not furnished,530.7,2855.08,75.79,35.32,3496.89
Sao Paulo,135.8,3,4,1,4,acept,not furnished,615.5,4733.99,231.03,54.64,5635.16
Belo Horizonte,30.9,1,1,3,21,not acept,not furnished,229.88,1414.72,35.52,20.12,1700.24
Sao Paulo,120.2,1,2,1,12,not acept,furnished,633.78,6213.81,240.14,52.87,7140.6
Porto Alegre,78.4,4,5,2,2,acept,furnished,264.9,3261.66,79.46,43.98,3650.0
Rio de Janeiro,34.4,3,4,1,0,not acept,not furnished,356.44,1972.09,44.96,24.4,2397.89
Rio de Janeiro,120.0,2,3,1,21,acept,furnished,655.02,5050.29,169.19,46.73,5921.23
Belo Horizonte,75.6,4,5,2,2,acept,not furnished,359.28,3529.89,158.07,38.06,4085.3
Sao Paulo,77.0,2,1,2,7,acept,not furnished,325.15,2759.31,93.08,19.17,3196.71
Porto Alegre,39.0,2,1,2,11,not acept,furnished,312.24,1637.23,53.7,9.71,2012.88
Rio de Janeiro,114.8,2,3,0,21,not acept,not furnished,688.34,3679.25,111.03,28.95,4507.57
Curitiba,82.7,3,4,0,10,acept,furnished,652.96,4129.73,197.98,33.63,5014.3
Sao Paulo,113.0,3,2,0,10,not acept,furnished,489.7,5378.6,229.06,56.18,6153.54
Curitiba,86.6,1,2,1,24,acept,not furnished,453.62,2730.01,71.72,17.45,3272.8
Sao Paulo,39.8,3,2,1,0,not acept,not furnished,378.03,2023.55,86.95,13.11,2501.64
Rio de Janeiro,113.8,3,4,2,22,not acept,furnished,908.8,4776.19,68.49,26.79,5780.27
Sao Paulo,110.4,3,4,3,15,acept,furnished,473.52,3747.23,102.74,55.64,4379.13
Porto Alegre,64.3,4,4,2,15,acept,not furnished,263.05,2621.96,37.94,23.38,2946.33
Sao Paulo,39.5,2,3,0,9,not acept,not furnished,442.63,2266.3,113.06,15.19,2837.18
Fortaleza,18.0,2,2,3,0,acept,not furnished,287.76,1623.42,19.29,23.51,1953.98
Fortaleza,72.0,3,4,0,0,not acept,not furnished,220.26,1669.6,77.35,9.65,1976.86
Sao Paulo,79.7,2,2,1,9,not acept,not furnished,493.07,3163.77,149.56,18.0,3824.4
Belo Horizonte,141.6,1,1,1,21,acept,not furnished,497.8,3898.06,84.64,58.45,4538.95
Sao Paulo,72.0,1,2,0,27,not acept,not furnished,326.89,2423.72,116.29,23.26,2890.16
Rio de Janeiro,109.6,3,2,0,24,not acept,not furnished,440.71,3693.02,110.88,34.91,4279.52
Curitiba,119.3,1,1,1,24,not acept,furnished,415.31,4791.57,227.71,38.55,5473.14
Curitiba,86.3,2,2,0,0,not acept,furnished,549.59,2752.72,81.0,27.72,3411.03
Curitiba,118.4,1,1,0,4,not acept,not furnished,379.51,3489.92,100.57,45.08,4015.08
Sao Paulo,105.1,3,3,2,29,not acept,not furnished,547.48,4768.55,191.39,66.37,5573.79
Rio de Janeiro,86.9,3,2,1,26,not acept,not furnished,293.65,2467.79,47.73,29.79,2838.96
Sao Paulo,138.0,2,2,0,1,not acept,not furnished,464.66,4250.72,196.24,25.53,4937.15
Curitiba,96.1,3,4,1,18,not acept,not furnished,498.68,4187.17,183.96,34.51,4904.32
Belo Horizonte,82.7,3,3,1,12,acept,not furnished,462.36,3124.12,48.12,45.39,3679.99
Curitiba,91.6,3,2,0,0,not acept,furnished,357.13,53326.87488717489,44.59,37.4,4429.62
Sao Paulo,220.6,2,1,3,24,not acept,not furnished,675.78,7628.61,293.11,106.76,8704.26
Rio de Janeiro,72.4,3,4,2,29,acept,not furnished,303.29,2239.23,53.89,26.75,2623.16
Rio de Janeiro,128.1,4,3,1,28,not acept,not furnished,603.0,3685.91,51.91,25.64,4366.46
Sao Paulo,181.1,1,1,1,10,not acept,furnished,521.95,4920.26,225.43,69.66,5737.3
Rio de Janeiro,84.7,2,3,1,23,not acept,not furnished,431.95,3032.89,150.95,35.34,3651.13
Salvador,40.2,2,3,1,14,not acept,not furnished,178.97,1347.09,30.64,8.12,1564.82
Fortaleza,56.0,3,2,2,30,acept,not furnished,236.55,1761.74,30.67,15.54,2044.5
Belo Horizonte,49.5,3,4,2,29,not acept,not furnished,354.73,2160.47,95.64,30.98,2641.82
Rio de Janeiro,46.1,2,2,2,23,acept,furnished,354.44,2337.16,72.88,29.31,2793.79
Sao Paulo,194.4,2,2,0,13,acept,not furnished,798.31,5854.77,289.34,47.5,6989.92
Fortaleza,25.3,4,3,1,27,acept,furnished,183.86,1635.15,58.06,19.79,1896.86
Sao Paulo,146.2,3,3,3,5,acept,not furnished,548.93,3653.89,119.29,31.39,4353.5
Recife,80.1,4,4,2,4,not acept,not furnished,233.42,20287.160529481538,113.98,14.37,2781.03
Rio de Janeiro,163.5,4,3,1,16,acept,furnished,683.68,5262.75,221.36,51.9,6219.69
Rio de Janeiro,34.2,2,2,0,24,not acept,furnished,162.24,1686.99,44.36,11.05,1904.64
Fortaleza,46.9,1,1,1,0,acept,not furnished,145.34,1229.89,12.82,10.82,1398.87
Sao Paulo,131.9,3,2,1,23,acept,not furnished,639.44,4088.2,163.87,38.4,4929.91
Belo Horizonte,74.4,2,1,1,29,acept,furnished,349.34,2002.96,89.36,18.39,2460.05
Belo Horizonte,72.1,2,3,0,15,acept,furnished,243.4,2248.02,34.17,24.23,2549.82
Sao Paulo,192.4,2,2,1,4,acept,not furnished,934.54,5951.73,272.64,57.46,7216.37
Rio de Janeiro,123.3,4,4,2,18,acept,not furnished,422.03,3741.24,167.08,22.88,4353.23
Curitiba,125.7,1,1,1,4,acept,not furnished,524.84,4041.66,43.26,48.19,4657.95
Porto Alegre,51.1,2,1,1,10,not acept,not furnished,261.78,1379.8,54.01,12.59,1708.18
Sao Paulo,59.7,3,2,1,20,not acept,not furnished,343.93,3732.89,94.58,42.3,4213.7
Fortaleza,57.3,4,4,1,10,not acept,furnished,442.45,2233.8,26.88,12.49,2715.62
Sao Paulo,153.0,4,4,2,13,not acept,not furnished,923.92,5881.55,136.65,41.62,6983.74
Sao Paulo,34.5,3,3,1,15,acept,not furnished,166.81,1089.72,37.27,8.38,1302.18
Sao Paulo,130.0,1,1,1,8,acept,furnished,542.49,5130.44,114.16,71.4,5858.49
Sao Paulo,88.3,2,3,2,0,not acept,furnished,445.87,4314.19,179.05,24.65,4963.76
Sao Paulo,94.5,4,3,1,14,not acept,furnished,776.74,,121.35,50.74,5020.86
Recife,78.2,3,4,0,13,acept,furnished,260.4,2624.18,29.96,17.16,2931.7
Rio de Janeiro,114.0,3,3,1,11,acept,not furnished,279.99,2783.0,90.24,26.22,3179.45
Sao Paulo,105.9,2,1,1,3,acept,furnished,663.57,4045.27,111.29,31.43,4851.56
Sao Paulo,132.6,1,2,0,0,acept,not furnished,575.78,3499.54,48.26,43.2,4166.78
Curitiba,70.5,3,4,1,25,acept,not furnished,305.05,2386.86,66.06,13.03,2771.0
Salvador,52.4,4,3,2,15,acept,not furnished,320.21,1695.1,71.03,14.26,2100.6
Sao Paulo,187.2,5,6,1,30,acept,not furnished,1134.07,5959.17,84.95,87.13,7265.32
Sao Paulo,144.0,4,4,0,30,not acept,furnished,743.9,4110.75,81.66,32.69,4969.0
Sao Paulo,144.7,3,4,1,17,acept,not furnished,440.06,5371.37,265.7,66.32,6143.45
Sao Paulo,29.3,3,4,1,14,not acept,not furnished,152.92,1315.37,34.97,19.2,1522.46
Sao Paulo,141.8,4,4,2,3,not acept,not furnished,521.84,4544.03,196.32,32.04,5294.23
Rio de Janeiro,127.8,1,1,1,10,acept,not furnished,460.34,5238.71,158.0,55.85,5912.9
Sao Paulo,62.4,5,6,0,23,not acept,not furnished,563.29,3009.52,58.02,19.0,3649.83
Belo Horizonte,18.0,3,3,1,29,acept,not furnished,178.22,895.08,12.03,10.13,1095.46
Sao Paulo,142.9,5,4,3,17,acept,not furnished,433.51,4459.9,177.75,38.31,5109.47
Recife,18.0,3,2,1,18,not acept,not furnished,116.2,1017.19,29.91,9.27,1172.57
Fortaleza,18.0,2,2,2,29,not acept,furnished,37.59,451.72,22.21,4.42,515.94
Belo Horizonte,74.4,2,2,1,1,not acept,not furnished,135.25,1441.07,66.45,19.34,1662.11
Rio de Janeiro,105.6,2,1,2,18,not acept,not furnished,533.85,3814.71,61.68,40.72,4450.96
Rio de Janeiro,34.1,2,1,2,17,not acept,furnished,329.01,2650.14,96.16,35.96,3111.27
Rio de Janeiro,20.4,2,3,2,4,not acept,not furnished,150.24,1148.19,19.9,16.99,1335.32
Porto Alegre,20.2,3,4,1,23,acept,furnished,246.28,1539.81,37.87,17.27,1841.23
Rio de Janeiro,117.9,2,3,3,1,acept,not furnished,345.39,3765.64,87.8,45.4,4244.23
Salvador,80.3,1,2,2,0,acept,furnished,316.35,1740.74,53.26,16.39,2126.74
Recife,18.0,5,4,1,13,acept,not furnished,81.34,442.35,19.19,4.48,547.36
Rio de Janeiro,71.0,2,1,2,7,not acept,not furnished,285.94,2872.13,130.36,41.19,3329.62
Belo Horizonte,41.9,4,3,2,12,acept,not furnished,229.91,1472.1,54.94,19.42,1776.37
Sao Paulo,89.1,1,1,1,1,acept,not furnished,552.7,3394.05,119.5,33.59,4099.84
Sao Paulo,18.0,4,3,1,12,not acept,not furnished,147.48,1462.3,68.61,9.24,1687.63
Rio de Janeiro,71.0,2,2,1,12,acept,not furnished,345.83,2767.23,38.95,16.02,3168.03
Sao Paulo,96.3,3,3,1,29,not acept,not furnished,561.84,3445.33,88.5,37.44,4133.11
Fortaleza,31.0,3,3,2,21,acept,not furnished,198.43,1234.25,23.11,11.86,1467.65
Sao Paulo,95.2,4,5,2,28,not acept,furnished,438.73,2428.75,37.57,28.33,2933.38
Rio de Janeiro,49.7,2,2,2,23,acept,not furnished,191.84,2000.39,73.69,20.27,2286.19
Belo Horizonte,26.6,1,1,2,23,acept,not furnished,172.01,1448.59,25.62,14.55,1660.77
